LawPubID,Include in Dashboard,Publication Type (Article or Book?),USC Author_Last_First,Focal USC Author Division/School,Focal USC Author Department,Authors_dont_use,Author.full.names,Author.s..ID,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,Page.count,DOI,Cited.by,Link,Affiliations,Authors.with.affiliations,Abstract,Indexed.Keywords,Author.Keywords
Law151,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily; Peacock, Ian",,36907845700,Represented but unequal: The contingent effect of legal representation in removal proceedings,2021,Law & Society Review,68,4,,,,,,,https://onlinelibrary.wiley.com/doi/10.1111/lasr.12574,,,"Substantial research and policymaking have focused on the importance of lawyers in ensuring access to civil justice. But do lawyers matter more in cases decided by certain types of judges than others? Do lawyers matter more in certain political, legal, and organizational contexts than others? We explore these questions by investigating removal proceedings in the United States—a court process in which immigration judges decide whether to admit noncitizens into the United States or deport them. Drawing on over 1.9 million removal proceedings decided between 1998 and 2020, we examine whether the representation effect (the increased probability of a favorable outcome associated with legal representation) depends on judge characteristics and contextual factors. We find that the representation effect is larger among female (than male) judges and among more experienced judges. In addition, the representation effect is larger during Democratic presidential administrations, in immigration courts located in the Ninth Circuit, and in times of increasing caseload. These findings suggest that the representation effect depends on who the judge is and their decisional environment, and that increasing noncitzens' access to counsel—even of high quality—might be insufficient under current circumstances to ensure fair and consistent outcomes in immigration courts.",,
Law152,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily",,36907845700,The unintended consequences of US immigration enforcement policies,2021,Proceedings of the National Academy of Sciences,55,21,,,,,,,https://www.pnas.org/doi/10.1073/pnas.2103000118,,,"US immigration enforcement policy seeks to change the behaviors and views of not only individuals in the United States but also those of prospective migrants outside the United States. Yet we still know relatively little about the behavioral and attitudinal effects of US enforcement policy on the population abroad. This study uses a randomized experiment embedded in a nationally representative survey that was administered in El Salvador, Guatemala, Honduras, and Mexico to analyze the effects of US deterrence policies on individuals’ migration intentions and their attitudes toward the US immigration system. The two policies that the current study examines are immigration detention and nonjudicial removals. The survey results provide no evidence that a heightened awareness of these US immigration enforcement policies affects individuals’ intentions to migrate to the United States. But heightened awareness about the widespread use of immigration detention in the United States does negatively impact individuals’ assessments about the procedural and outcome fairness of the US immigration system. These findings suggest that immigration detention may foster delegitimating beliefs about the US legal system without producing the intended deterrent effect.",,
Law243,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily; Peacock, Ian",,36907845700,Denying Citizenship: Immigration Enforcement and Citizenship Rights in the United States Special Issue: Law and the Citizen: Chapter 3,2020,"Studies in Law, Politics, and Society",19th Amendment Special Edition,,,43,68,,,,https://heinonline.org/HOL/P?h=hein.journals/slps84&i=53,,,,,
Law244,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily; Peacock, Ian",,36907845700,"Jailing Immigrant Detainees: A National Study of County Participation in Immigration Detention, 1983-2013",2020,Law & Society Review,84,1,,66,101,,,,https://heinonline.org/HOL/P?h=hein.journals/lwsocrw54&i=66,,,,,
Law245,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily",,36907845700,Special Issue: Immigration Detention: Introduction,2020,Law & Society Review,54,4,,750,754,,,,https://heinonline.org/HOL/P?h=hein.journals/lwsocrw54&i=752,,,,,
Law26,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Peacock, Ian; Ryo, Emily",,36907845700,A study of pandemic and stigma effects in removal proceedings,2022,Journal of Empirical Legal Studies,19,3,,560,593,,10.1111/jels.12324,,https://www.proquest.com/central/docview/2704770676/E10C33D5FEBC40D5PQ/1,,,"This study examines how a rapid change in social perceptions of a national‐origin group triggered by the COVID‐19 pandemic influenced immigration judges' decision‐making in US removal proceedings. Using originally compiled court data on removal proceedings decided between 2019 and 2020, we applied a difference‐in‐differences framework to produce three key findings. First, consistent with theory of event stigma, Chinese respondents experienced a significantly higher removal rate during the early pandemic period. Second, consistent with theory of associative stigma, East and Southeast (E/SE) Asian respondents also experienced a significantly higher removal rate during the early pandemic period. Third, the removal rate declined for both Chinese and E/SE respondents during the later pandemic period, but this decline was more gradual and lagged for E/SE Asian than for Chinese respondents. Finally, increases in the number of cases involving Chinese respondents increased the removal rate for E/SE Asian respondents during the early months of the pandemic. The last two findings suggest that associative or indirect stigmatization may be harder to combat than direct stigmatization owing to the implicit nature of bias underlying associative stigma. This study highlights the socially constructed nature of national origin groups, and the importance of both direct and indirect stigmatization in the production of social inequality.",,
Law267,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily; Peacock, Ian",,36907845700,"Jailing Immigrant Detainees: A National Study of County Participation in Immigration Detention, 1983–2013",2020,Law and Society Review,45,1,,66,101,,,,https://works.bepress.com/eryo/24/,,, ,,
Law27,Yes,Article,"Ryo, Emily",USC Gould School of Law,Law JD Operations,"Ryo, Emily; Humphrey, Reed",,36907845700,"The importance of race, gender, and religion in naturalization adjudication in the United States",2022,Proceedings of the National Academy of Sciences of the United States of America,119,9,,1,,,10.1073/pnas.2114430119,,https://www.proquest.com/central/docview/2637670523/E10C33D5FEBC40D5PQ/2,,,"This study presents an empirical investigation of naturalization adjudication in the United States using new administrative data on naturalization applications decided by the US Citizenship and Immigration Services between October 2014 and March 2018. We find significant group disparities in naturalization approvals based on applicants' race/ethnicity, gender, and religion, controlling for individual applicant characteristics, adjudication years, and variation between field offices. Non-White applicants and Hispanic applicants are less likely to be approved than non-Hispanic White applicants, male applicants are less likely to be approved than female applicants, and applicants from Muslim-majority countries are less likely to be approved than applicants from other countries. In addition, race/ethnicity, gender, and religion interact to produce a certain group hierarchy in naturalization approvals. For example, the probability of approval for Black males is 5 percentage points smaller than that of White females. The probability of approval for Blacks from Muslim-majority countries is 9 percentage points smaller than that of Whites from other countries. The probability of approval for females from Muslim-majority countries is 6 percentage points smaller than that of females from other countries. This study contributes to our understanding of the nature of inequalities present in agency decision-making in the naturalization process.",,
Law156,Yes,Book chapter,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Schneiders, Christopher; Saks, Elyn R.; Martinis, Jonathan; Blanck, Peter",,6602139656,Psychiatric Advance Directives and Supported Decision-Making: Preliminary Developments and Pilot Studies in California,2021,"Mental Health, Legal Capacity, and Human Rights",,,,,,,,,https://www.cambridge.org/core/books/mental-health-legal-capacity-and-human-rights/psychiatric-advance-directives-and-supported-decisionmaking-preliminary-developments-and-pilot-studies-in-california/6FD6F02BDE83CF15A115A5453E6F9574,,,"The Saks Institute for Mental Health Law, Policy, and Ethics at USC Gould School of Law is engaged in an innovation planning project in California to pilot programs and test the feasibility of using psychiatric advance directives (PADs) within the supported decision-making (SDM) paradigm. The project is supported by California’s Mental Health Services Oversight and Accountability Commission. This chapter provides an overview of the preliminary developments and pilot studies in the California PADs/SDM project. The project is a first-of-its-kind effort to explore the efficacy of the PADs/SDM paradigm across behavioral health county systems in the State of California. This chapter presents an overview of the pilot project and describes its research questions and implications, and ways in which the project and SDM paradigm embodies the principles of the United Nations Convention on the Rights of Persons with Disabilities.",,
Law157,Yes,Book chapter,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Saks, Elyn R.",,6602139656,Psychoanalytic Treatment of Psychosis,2021,Psychotic Disorders: Comprehensive Conceptualization and Treatments,,,,,,,,,https://academic.oup.com/book/33122/chapter/284177670,,,"Psychotic Disorders: Comprehensive Conceptualization and Treatments emphasizes a dimensional approach to psychosis--one of the most fascinating manifestations of altered brain behavior--that cuts across a broad array of psychiatric diagnoses from schizophrenia to affective psychosis and organic disorders like epilepsy and dementias. Written by an international roster of over seventy leading experts in the field, this volume comprehensively reviews, critiques, and integrates available knowledge on the etiology, mechanisms, and treatments of psychotic disorders, and outlines ways forward in both research and clinical practice towards more objective, mechanistically-based definitions of psychotic disorders. Chapters address topics such as psychosis phenomenology, biomarkers and treatments, the overlaps and interfaces between psychiatric disorders within the psychosis dimension, and novel disease definitions. Furthermore, the volume incorporates findings on potential mechanisms, bridges between various system levels (i.e., genetic, epigenetic, molecular and cellular, brain circuit and function, psychological, social, environmental and cultural) and their interactions, as well as the potential role in causation and/or mediation in psychotic disorders. Finally, the volume outlines a broad array of treatment approaches, from the readily available (e.g., psychopharmacology, various modalities of psychotherapy) to the experimental (e.g., cognitive interventions, neuromodulation). With a concluding section of forward perspectives conjecturing future directions and related challenges, this book aspires to stimulate new knowledge, generate novel frameworks, and carry new directions forward on psychotic disorders. , Psychotic Disorders: Comprehensive Conceptualization and Treatments emphasizes a dimensional approach to psychosis--one of the most fascinating manifestations of altered brain behavior--that cuts across a broad array of psychiatric diagnoses from schizophrenia to affective psychosis and organic disorders like epilepsy and dementias. Written by an international roster of over seventy leading experts in the field, this volume comprehensively reviews, critiques, and integrates available knowledge on the etiology, mechanisms, and treatments of psychotic disorders, and outlines ways forward in both research and clinical practice towards more objective, mechanistically-based definitions of psychotic disorders. Chapters address topics such as psychosis phenomenology, biomarkers and treatments, the overlaps and interfaces between psychiatric disorders within the psychosis dimension, and novel disease definitions. Furthermore, the volume incorporates findings on potential mechanisms, bridges between various system levels (i.e., genetic, epigenetic, molecular and cellular, brain circuit and function, psychological, social, environmental and cultural) and their interactions, as well as the potential role in causation and/or mediation in psychotic disorders. Finally, the volume outlines a broad array of treatment approaches, from the readily available (e.g., psychopharmacology, various modalities of psychotherapy) to the experimental (e.g., cognitive interventions, neuromodulation). With a concluding section of forward perspectives conjecturing future directions and related challenges, this book aspires to stimulate new knowledge, generate novel frameworks, and carry new directions forward on psychotic disorders.",,
Law153,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Mesholam-Gately, Raquelle I.; Varca, Nicole; Spitzer, Courtney; Parrish, Emma M.; Hogan, Victoria; Behnke, Stephen H.; Larson, Linda; Rosa-Baez, Christian; Schwirian, Nate; Stromeyer, Charles; Williams, Michael J.; Saks, Elyn R.; Keshavan, Matcheri S.",,6602139656,Are we ready for a name change for schizophrenia? A survey of multiple stakeholders,2021,Schizophrenia Research,118,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0920996421003595,,,"About one in 100 people worldwide are diagnosed with schizophrenia. Many people advocate for a name change for the condition, pointing to the stigma and discrimination associated with the term “schizophrenia”, as well as to how the name poorly characterizes features of the illness. The purpose of this project was to collect opinions from a broad, diverse sample of stakeholders about possible name changes for schizophrenia. The project represented a partnership between researchers, clinicians, and those with lived experience with psychosis. The group developed a survey to assess opinions about the need for change in the name schizophrenia as well as potential alternate names. We accumulated 1190 responses from a broad array of community stakeholders, including those with lived experience of mental illness, family members, clinicians, researchers, government officials, and the general public. Findings indicated that the majority of respondents (74.1%) favored a name change for schizophrenia. Most (71.4%) found the name stigmatizing. Of the proposed alternate names, those with the most support included “Altered Perception Syndrome”, “Psychosis Spectrum Syndrome”, and “Neuro-Emotional Integration Disorder”. Survey findings provide strong support for renaming schizophrenia. Most expressed hope that a name change will reduce stigma and discrimination.",,
Law154,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Saks, Elyn R.",,6602139656,"The Least Diverse Profession: Comment on Blanck, Hyseni, and Altunkol Wise’s National Study of Diversity and Inclusion in the Legal Profession",2021,American Journal of Law & Medicine,238,1,,,,,,,https://www.cambridge.org/core/journals/american-journal-of-law-and-medicine/article/least-diverse-profession-comment-on-blanck-hyseni-and-altunkol-wises-national-study-of-diversity-and-inclusion-in-the-legal-profession/1973FCEA097BD4AA60F5D77942A7396F,,,"Diversity and Inclusion in the American Legal Profession: Discrimination and Bias Reported by Lawyers with Disabilities and Lawyers Who Identify as LGBTQ+ (“Blanck et al.”) is an incredibly careful, thoughtful, and powerful article, and may and should lead to changes in the stigma, bias, and discrimination landscape in the legal profession.1",,
Law155,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Skrine Jeffers, Kia; Mango, Joseph D.; Tang, Lingqi; Saks, Elyn R.; Wells, Kenneth B.; Chung, Bowen",,6602139656,Impact of Opera on Mental Health Stigma: Pilot of Provider/Community Workshop,2021,Community Mental Health Journal,47,5,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9187532/,,,"Background Arts can influence mental health stigma, but little is known about impact of operas. We examined effects of a two-opera workshop on complicated grief and schizophrenia. Methods Pre-post audience surveys with post-workshop discussion. The primary outcome was a 4-item measure of willingness to engage with persons with grief or schizophrenia. Secondary outcomes were perceptions of art affecting stigma and stigma mediators. Of 47 participants, 33 had pre-post surveys for both operas. Results There was a significant pre-post opera increase in audience willingness to engage with persons with grief or schizophrenia (p < .001). Perceptions of impact on mediators such as empathy, were significantly greater for the opera on schizophrenia relative to grief (p < .001).. Conclusion The pre- to post increase in audience willingness to engage with affected persons (primary) with greater impact on secondary mediators for the schizophrenia opera and post-discussion suggest that operas may be a forum for addressing mental health stigma and promoting empathy.",,
Law158,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Saks, Elyn R; Marder, Stephen R",,6602139656,Stigma—Personal Views,2021,Schizophrenia Bulletin,58,1,,,,,,,https://doi.org/10.1093/schbul/sbaa135,,,"Delays in receiving treatment for first-episode psychosis can have terrible consequences. For individuals in their teens and 20s, psychosis can interfere with education and careers; it can lead to the loss of friends and it can disrupt families; and it can lead to criminal behavior, suicide, and drug use. In addition, there is evidence that longer delays between the onset of symptoms and the initiation of treatment are associated with poorer symptom and functional outcome.1 The duration of this delay is considerable. For example, in the large NIMH RAISE study of interventions for first-episode psychosis, the average time to first treatment was a staggering 74 weeks.2 Other studies have found similar durations. There are a number of factors that contribute to these delays in treatment, including the nature of psychotic symptoms, which often include a loss of insight or suspicions about people who wish to be helpful.",,
Law246,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Saks, Elyn",,6602139656,Competency to Decide for Another,2020,Health Matrix: The Journal of Law-Medicine,54,1,,1,,,,,https://scholarlycommons.law.case.edu/healthmatrix/vol30/iss1/3,,,,,
Law247,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Saks, Elyn",,6602139656,Letter to my younger self,2020,Schizophrenia Research,30,,,557,,,10.1016/j.schres.2019.12.003,,https://www.sciencedirect.com/science/article/pii/S0920996419305730,,,,,
Law248,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Saks, Elyn R.",,6602139656,"Law and the Unconscious Symposium: Anne C. Dailey, Law and the Unconscious: A Psychoanalytic Perspective: Book Review",2020,Yale Journal of Law & the Humanities,216,1,,22,27,,,,https://heinonline.org/HOL/P?h=hein.journals/yallh31&i=22,,,,,
Law28,Yes,Article,"Saks, Elyn R.",USC Gould School of Law,Law JD Operations,"Skrine Jeffers, Kia; Mango, Joseph D.; Tang, Lingqi; Saks, Elyn R.; Wells, Kenneth B.; Chung, Bowen",,6602139656,Impact of Opera on Mental Health Stigma: Pilot of Provider/Community Workshop,2022,Community Mental Health Journal,58,5,,992,999,,10.1007/s10597-021-00908-4,,https://www.proquest.com/central/docview/2675083987/91D203F89DF14151PQ/1,,,"Background Arts can influence mental health stigma, but little is known about impact of operas. We examined effects of a two-opera workshop on complicated grief and schizophrenia. Methods Pre-post audience surveys with post-workshop discussion. The primary outcome was a 4-item measure of willingness to engage with persons with grief or schizophrenia. Secondary outcomes were perceptions of art affecting stigma and stigma mediators. Of 47 participants, 33 had pre-post surveys for both operas. Results There was a significant pre-post opera increase in audience willingness to engage with persons with grief or schizophrenia (p < .001). Perceptions of impact on mediators such as empathy, were significantly greater for the opera on schizophrenia relative to grief (p < .001).. Conclusion The pre- to post increase in audience willingness to engage with affected persons (primary) with greater impact on secondary mediators for the schizophrenia opera and post-discussion suggest that operas may be a forum for addressing mental health stigma and promoting empathy.",,
Law30,No,Article Comment,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,,,6603416258,Self-spreading vaccines: Base policy on evidence—Response - ProQuest Central - ProQuest,2022,Science,,,,,,,10.1126/science.abo1980.,,https://pubmed.ncbi.nlm.nih.gov/35324313/,,,,,
Law159,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Stone Sweet, Alec; Sandholtz, Wayne; Andenas, Mads",,6603416258,Dissenting Opinions and Rights Protection in the European Court: A Reply to Laurence Helfer and Erik Voeten,2021,European Journal of International Law,47,3,,,,,,,https://doi.org/10.1093/ejil/chab057,,,"In their article ‘Walking Back Human Rights in Europe?’, Helfer and Voeten (hereinafter ‘H-V’) argue that a series of High Level Conferences (2012–2018), specifically Brighton (2012), dramatically altered the style of the European Court of Human Rights’ (ECtHR) decision-making. The Grand Chamber began to adopt judgments which, in turn, provoked an unprecedented wave of ‘Walking-Back Dissents’. Such dissents are separate opinions that, in effect, accuse the majority of a Grand Chamber of ‘tacitly overturn[ing] prior rulings or settled doctrine in favour of national governments’ (H-V, p. 823). In an expansive conclusion, H-V suggest that the ECtHR has also generated a rising number of ‘Walking-Back Judgments’, which lower standards of rights protection. We reject H-V’s major claims on the empirical evidence. The outcomes of Brighton and subsequent conferences did not pose a credible threat to the Court, and could not have induced it to ‘walk back’ rights protection. We also closely examined two sets of Walking-Back Dissents identified by H-V, focusing on judgments that would be ‘most likely to fit’ H-V’s ‘expectations’. We found that fewer than one in four judgments analysed actually contained a Walking-Back Dissent. And we identified only one plausible Walking-Back Judgment. We are confident that H-V’s results are inaccurate and cannot be reproduced by external analysts. We conclude by noting factors that H-V do not consider, but that are crucial to understanding the ECtHR’s decision-making. In appendices, posted online, we summarize and give reasons for our coding decisions.",,
Law249,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Sandholtz, Wayne",,6603416258,"The ECtHR, transregional dialogues and global constitutionalism",2020,Global Constitutionalism,31,3,,543,551,,10.1017/S2045381720000118,,https://www.cambridge.org/core/journals/global-constitutionalism/article/ecthr-transregional-dialogues-and-global-constitutionalism/947D8E3CDAC857AFE32206A1AD6244E9,,,"In A Cosmopolitan Legal Order, Stone Sweet and Ryan suggest that ‘from the standpoint of global law, we see that the [European Court of Human Rights] has taken its place in a pluralist, rights-based international order, as one trustee of this global order’. This article is a preliminary attempt to evaluate signs of movement toward global rights review. A multi-level charter of rights exists in the network of international and regional human rights treaties and in national constitutions. An incipient structure of global rights review exists in the form of the regional human rights courts, which see themselves as trustees of the larger global human rights system. Judicial dialogue among the regional courts allows for informal, decentralized coordination among them. The European Court of Human Rights serves as a point of reference for the African and Inter-American systems, though these also cite each other. Transregional judicial dialogue establishes a rudimentary, informal and decentralized mechanism of coordination among bodies that exercise a review function in the multi-level system of international human rights.",,
Law250,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Sandholtz, Wayne",,6603416258,Human rights courts and global constitutionalism: Coordination through judicial dialogue,2021,Global Constitutionalism,9,3,,439,464,,10.1017/S2045381720000064,,https://www.cambridge.org/core/journals/global-constitutionalism/article/human-rights-courts-and-global-constitutionalism-coordination-through-judicial-dialogue/94FA83A07194A4D813C3B061EBF3B569,,,"International courts regularly cite each other, partly as a means of building legitimacy. This study aims to show that judicial dialogue among the regional human rights courts and the Human Rights Committee has an additional effect: it contributes to the construction of a rights-based global constitutionalism. Judicial dialogue among the human rights courts is purposeful because the courts see themselves as embedded in, and contributing to, a global human rights legal system. Cross-citation among the human rights courts advances the construction of rights-based global constitutionalism in that it provides a basic degree of coordination among the regional courts. The jurisprudence of the United Nations Human Rights Committee (HRC), as an authoritative interpreter of core international human rights norms, plays the role of a central focal point for the decentralized coordination of jurisprudence. Using original data, this study demonstrates the extent of citations among the regional human rights courts and from them to the HRC. The network of regional courts and the HRC is building an emergent institutional structure for global rights-based constitutionalism.",,
Law251,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Rapp, Kyle; Sandholtz, Wayne",,6603416258,International human rights law: Progress and prospects,2020,A Research Agenda for Human Rights,10,,,51,73,,,,https://www.elgaronline.com/display/edcoll/9781788973076/9781788973076.00009.xml,,,"International law has been woven into human rights since the beginning, both as a motor of their development and as a product of it. Global and regional human rights treaties have empowered victims, activists, and advocates as they press to advance rights in judicial and political arenas. This chapter reviews trends in treaty design, ratification, growth of the UN system, and the impact on effectiveness. It outlines pathways for further research on non-state actors, domestic implementation, and regional institutions.",,
Law252,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Sandholtz, Wayne; Padilla, Mariana Rangel",,6603416258,Law and Politics in the Inter-American System: The Amnesty Cases,2020,Journal of Law and Courts,,1,,151,175,,10.1086/704632,,https://www.cambridge.org/core/journals/journal-of-law-and-courts/article/law-and-politics-in-the-interamerican-system/2B1E37221F8847206495A2F78514F058,,,"The Inter-American Human Rights System takes into account domestic political contexts in ways that sometimes have not been fully recognized. International human rights courts face a tension between the goal of expanding rights and the need to gain legitimacy with domestic constituencies. Cases involving national amnesty laws have posed this dilemma in acute fashion in the Inter-American System. An analysis of those cases and their domestic political contexts shows how the Commission and the Court have taken into account domestic circumstances, the first through the timing of referrals and the second through the Court’s jurisprudence.",,
Law253,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Zvobgo, Kelebogile; Sandholtz, Wayne; Mulesky, Suzie",,6603416258,Reserving Rights: Explaining Human Rights Treaty Reservations,2020,International Studies Quarterly,8,4,,785,797,,10.1093/isq/sqaa070,,https://doi.org/10.1093/isq/sqaa070,,,"International relations scholarship has made significant strides in explaining how states design treaty obligations and why they accept treaty commitments. However, far less attention has been paid to factors that may influence states’ modification of their treaty obligations via reservations. We theorize that states will be more likely to enter reservations when treaty obligations increase compliance costs and policy adjustment costs. More specifically, we expect that demanding provisions, i.e., provisions that create strong, precise obligations requiring domestic action, will enhance the likelihood of reservation. To test our theory, we exploit an original dataset that codes reservations at the provision (treaty–article–paragraph) level for the ten core international human rights treaties. Consistent with our expectations, we find that states are more likely to enter reservations on more demanding treaty provisions. In contrast to prior studies, our results indicate that reservations are not driven purely by state-level characteristics such as regime type or the nature of the legal system. Rather, it appears that states weigh individual treaty obligations and calibrate their commitments accordingly.",,
Law29,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Percy, Sarah V.; Sandholtz, Wayne;  ",,6603416258,Why norms rarely die,2022,European Journal of International Relations,28,4,,934,954,,10.1177/13540661221126018,,https://www.proquest.com/central/docview/2728033225/9B0860D3CF84015PQ/2,,,"Significant challenges to core international norms have prompted debate over whether or not norms decay, decline, or die. We argue that claims of norm death are empirically incorrect and theoretically misleading. Norms rarely die, and the processes that happen instead are far more complex. The idea of norm death embodies two misconceptions borne out of methodological incentives in empirical constructivism; that norms are single entities that exist separately from larger structures, and that compliance is the most effective way to measure if a norm is under challenge. We argue that the literature on “norm death” epitomizes the pitfalls of this approach, and as a result neither empirically or theoretically captures what happens when norms are under challenge. Norms are fundamentally resilient and can withstand even high levels of non-compliance. We examine four cases of alleged norm death—the norms against mercenary use, unrestricted submarine warfare, and torture, and the norm requiring declarations of war—and demonstrate that in these cases norms are not disappearing, but are rather subject to processes of obsolescence, replacement, and modification. We further argue that once we recognize that norms are embedded in wider structures, and move away from the notion that compliance indicates norm strength, it is possible to see why norms are generally resilient.",,
Law31,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Lentzos, Filippa; Rybicki, Edward P.; Engelhard, Margret; Paterson, Pauline; Sandholtz, Wayne Arthur; Reeves, R. Guy",,6603416258,Eroding norms over release of self-spreading viruses,2022,Science,375,6576,,31,33,,10.1126/science.abj5593,,https://www.proquest.com/central/docview/2638080454/9B0860D3CF84015PQ/5,,,"An evidence-based norm collectively established and reinforced through the work of generations of virologists is that laboratory modifications of self-spreading viruses are genetically too unstable to be used safely and predictably outside contained facilities. That norm now seems to be challenged. A range of transformational self-spreading applications have been put forward in recent years. In agriculture, for example, self-spreading viruses have been proposed as insecticides, or as vectors to modify planted crops. In health care, self-spreading viruses have been promoted as vaccines (1, 2). Yet, glossed over by these proposals is that the self-spreading dynamics of a virus repeatedly passing from host-to-host (passaging) give it substantial potential to alter its biological properties once released into the environment (see the box). We explore the consequences of this apparent norm erosion in the context of recent proposals to develop self-spreading genetically modified viruses, in wildlife management and in self-spreading vaccines.",,
Law33,Yes,Article,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,"Sweet, Alec Stone; Sandholtz, Wayne",,6603416258,"The law and politics of transnational rights protection: Trusteeship, effectiveness, de‐delegation",2022,Governance,,,,105,124,,10.1111/gove.12734,,https://www.proquest.com/central/docview/2759666336/9B0860D3CF84015PQ/1,,,"International trustee courts embody a specific form of delegation, in which state principals confer on such courts the authority to interpret and apply treaties agreed by the states in order to realize specific values and interests. Human rights courts help states resolve commitment and enforcement problems that are inherent in human rights treaties. This study seeks to answer the question, what happens when states parties seek to reduce or eliminate the authority of a human rights court? To answer these questions, the article assesses six human rights treaty regimes: the Council of Europe; the Organization of American States; the African Union; the Economic Community of West African States; the East African Community; and the Southern African Development Community. The article identifies four types of de‐delegation possible with respect to international human rights courts and assesses the extent to which states have sought to de‐delegate from them. With one exception (the SADC Tribunal), the regimes examined here have so far successfully withstood the challenge of de‐delegation.",,
Law32,No,Working Paper,"Sandholtz, Wayne",USC Gould School of Law,Law JD Operations,,,6603416258,The politics of policy reform: experimental evidence from Liberia - ProQuest Central - ProQuest,2022,IDEAS Working Paper Series from RePEc,375,,,,,,,,https://www.proquest.com/central/docview/2707467169/9B0860D3CF84015PQ/6?accountid=14749,,,"Public service reform often entails broad benefits for society and concentrated costs for interest groups. Do the electoral benefits outweigh the costs for politicians who implement reform? This paper examines the electoral effects of a randomized Liberian school reform which increased student learning but antagonized teachers. The policy reduced ruling party vote share by 3 percentage points (10%). It also reduced teachers’ job satisfaction by 0.18s and political involvement by 0.22s. I use the evaluation’s pairwise randomization to show that the effect on vote share was positively correlated with student learning, and negatively correlated with teacher political disengagement.",,
Law161,Yes,Book,"Scotten, Donald",USC Gould School of Law,Law JD Operations,"Scotten, Donald",,Gould10,The Transactional Document Guide for Business Organizations (2nd Ed.),2021,Cognella,,,,,,,,,https://titles.cognella.com/the-transactional-document-guide-for-business-organizations-9781793526830,,,"The Transactional Document Guide for Business Organizations familiarizes students with the basic forms and documents used in the life cycle of a business and illustrates how the law is applied in practice. This text provides readers with full-length documents that have been selected for their readability. Organized into three primary sections covering corporations, general partnerships, and hybrid entities, the supplemental text features 15 documents in total that provide examples of partnership agreements, articles of organization, certificates of merger and dissolution, proxy statements, and more. The second edition has been revised to feature document examples from Facebook, rather than McDonalds, including such documents as Facebook’s articles of incorporation, bylaws, and proxy statement. Additionally, the third section includes a new Statement of Dissociation, Statement of Dissolution, and Application to Register Limited Liability Partnership. The Transactional Document Guide for Business Organizations is an excellent supplemental textbook for foundational courses in business organization and business planning.",,
