 ,authorIDs,affiliations,fullnames,firstnames,lastnames,depts,divs,Number_of_IDs,COMBINE_TF,Div_Same_TF,OTHER ROW MATCHES,combine (duplicate the row if there are multiple combines),First Name_With_Middle,First Name,Last Name,"Full Name(Last, First Middle)",Notes
Ali M.,57358980200###57580828500,"Ali M., Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States###Ali M., Department of Medicine, Keck School of Medicine of University of California, Los Angeles, CA, United States, Division of General Internal Medicine, LAC+USC Medical Center, Los Angeles, CA, United States","Ali, Myra (57358980200)###Ali, Myra (57580828500)", Myra### Myra,Ali###Ali,###LAC+USC Medical Center;Medicine,Keck Medicine of USC###Keck Medicine of USC,2,TRUE,TRUE,,57358980200###57580828500,Myra,Myra,Ali,"Ali, Myra",
Allen A.,57211253939###57988727900,"Allen A., Department of Chemistry, University of Southern California, Los Angeles, CA, United States###Allen A., Hastings Center for Pulmonary Research, Division of Pulmonary, Critical Care and Sleep Medicine, Department of Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Allen, Aleique (57211253939)###Allen, Alexa (57988727900)", Aleique### Alexa,Allen###Allen,Chemistry###Hastings Center for Pulmonary Research;Medicine,Dornsife College of Letters Arts and Sciences###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Allen B.S.,57320358000###7401697992,"Allen B.S., Division of Acute Care Surgery, University of Southern California, United States;Allen B., Division of Trauma and Surgical Critical Care LAC + USC Medical Center, University of Southern California, Los Angeles, CA, United States###Allen B.S., Division of Acute Care Surgery, Department of Surgery, USC Keck School of Medicine, Los Angeles County Medical Center, Los Angeles, CA, United States","Allen, Bradley S. (57320358000)###Allen, Bradley S (7401697992)", Bradley S.### Bradley S,Allen###Allen,Surgery###Surgery,Keck Medicine of USC###Keck Medicine of USC,2,TRUE,TRUE,,57320358000###7401697992,Bradley S,Bradley,Allen,"Allen, Bradley",
Allen C.,57215518868###57222369760,"Allen C., Keck Medical Center, University of Southern California, Los Angeles, Calif###Allen C., Molecular and Computational Biology Section, Department of Biological Sciences, University of Southern California, Los Angeles, 90089, CA, United States;Allen C., Molecular and Computational Biology Section, Department of Biological Sciences, University of Southern California, Los Angeles, CA, United States","Allen, Chris (57215518868)###Allen, Calista (57222369760)", Chris### Calista,Allen###Allen,###Biological Sciences,###Dornsife College of Letters Arts and Sciences,2,FALSE,FALSE,,,,,,,
Aron M.,56249347300###7006799181,"Aron M., Department of Pathology, University of Southern California, Los Angeles, United States;Aron M., Departments of Pathology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Pathology, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Pathology, Univ. of Southern California, Los Angeles, CA, United States;Aron M., Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Pathology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., University of Southern California, Los Angeles, CA, United States;Aron M., Department of Pathology, University of Southern California, 2011 Zonal Ave., HMR 211, Los Angeles, CA, United States;Aron M., Department of Pathology, Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States, Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States;ARON M., Department of Pathology, Keck School of Medicine of USC, Los Angeles, CA, United States;Aron M., Department of Pathology, Keck School of Medicine, University of Southern California, Los Angeles, CA, Mexico;Aron M., Department of Pathology, University of Southern California, Los Angeles, United States, Department for BioMedical Research, University of Bern, Bern, Switzerland;Aron M., Keck School of Medicine of University of Southern California, Clinical Pathology, Los Angeles, CA, United States;Aron M., Department of Pathology, Keck School of Medicine, University of Southern California, Department of Urology, Keck School of Medicine, University of Southern California;Aron M., Departments of Pathology and Urology, Keck School of Medicine, University of Southern California, 90033, United States;Aron M., Department of Pathology and Laboratory Medicine of Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Pathology, University of Southern California, Los Angeles, CA;Aron M., Keck School of Medicine, Department of Pathology, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Pathology, Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States###Aron M., USC Institute of Urology, USC/Norris Comprehensive Cancer Center, University of Southern California, Los Angeles, CA, United States;Aron M., Institute of Urology, University of Southern California, Los Angeles, CA, United States;Aron M., Catherine and Joseph Aresty Department of Urology, USC Institute of Urology, Keck School of Medicine/Norris Cancer Center, University of Southern California, Los Angeles, CA, United States;Aron M., Usc Institute of Urology, Keck Medical Center of Usc, University of Southern California, Los Angeles, CA, United States;Aron M., Institute of Urology, University of Southern California, Los Angeles, California, United States;Aron M., USC Institute of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Institute of Urology, University of Southern California Keck School of Medicine, Los Angeles, CA, United States;Aron M., USC Institute of Urology, University of Southern California, 1441 Eastlake Avenue, Suite 7416, Los Angeles, 90089, CA, United States;Aron M., USC Institute of Urology, University of Southern California, Keck School of Medicine, Los Angeles, CA, United States;Aron M., USC Institute of Urology, Catherine and Joseph Aresty Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., USC Institute of Urology and Catherine and Joseph Aresty Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Urology, University of Southern California, Los Angeles, CA, United States;Aron M., Center for Robotic Simulation and Education, USC Institute of Urology, Catherine and Joseph Aresty Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, United States;Aron M., USC Institute of Urology, Keck Medicine of USC, University of Southern California, Los Angeles, CA, United States;Aron M., Institute of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Urological Institute, University of Southern California, Los Angeles, CA, United States;Aron M., USC Institute of Urology, Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Department of Urology, University of Southern California, 1441 Eastlake Avenue, Los Angeles, 90033, CA, United States;Aron M., Department of Urology, USC Norris Comprehensive Cancer Center and Hospital, University of Southern California, CA, United States;Aron M., USC Institute of Urology, Keck Medicine of USC, University of Southern California, Los Angeles, CA, Mexico;Aron M., Institute of Urology and the Catherine & Joseph Aresty, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Institute of Urology, USC Keck School of Medicine, Norris Comprehensive Cancer Center, University of Southern California, Los Angeles, 90033, CA, United States;Aron M., USC Institute of Urology, Keck School of Medicine, University of Southern California, 1441 Eastlake Ave, Los Angeles, 90089, CA, United States;Aron M., Department of Urology, Keck Medicine of USC, University of Southern California, Los Angeles, 90007, CA, United States;Aron M., Institute of Urology, Norris Comprehensive Cancer Center, University of Southern California, Los Angeles, CA, United States;Aron M., Keck Medical Center of USC, USC Institute of Urology, University of Southern California, Los Angeles, CA;Aron M., USC Institute of Urology and Catherine & Joseph Aresty Department of Urology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Aron M., Keck School of Medicine, USC Institute of Urology, University of Southern California, Los Angeles, CA, United States;Aron M., Institute of Urology, Keck School of Medicine of USC, Los Angeles, CA, United States","Aron, Manju (56249347300)###Aron, Monish (7006799181)", Manju### Monish,Aron###Aron,Pathology;Urology###Norris Comprehensive Cancer Center;Urology,Keck Medicine of USC###Keck Medicine of USC,2,FALSE,TRUE,,,,,,,
Arora S.,57914423700###7202416984,"Arora S., University of Southern California, United States###Arora S., Department of Emergency Medicine, Keck School of Medicine of USC, Los Angeles, CA, United States;Arora S., Department of Emergency Medicine, Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States, Leonard D. Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States;Arora S., Department of Emergency Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Los Angeles County + University of Southern California Medical Center, Los Angeles, CA, United States, Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States;Arora S., Keck School of Medicine, University of Southern California, 1200 N. State Street, GH 1011, Los Angeles, 90033, CA, United States;Arora S., University of Southern California, Keck School of Medicine, Department of Emergency Medicine, Los Angeles, CA, United States, USC Schaeffer Center for Health Policy and Economics, Los Angeles, CA, United States;Arora S., Schaeffer Center for Health Policy and Economics, University of Southern California, Los Angeles, CA, United States, Department of Emergency Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Arora, Sarthak (57914423700)###Arora, Sanjay (7202416984)", Sarthak### Sanjay,Arora###Arora,###Emergency Medicine;Leonard D. Schaeffer Center for Health Policy & Economics,###Keck Medicine of USC;Alfred E. Mann School of Pharmacy and Pharmaceutical Sciences;Price School of Public Policy,2,FALSE,FALSE,,,,,,,
Azad A.,57203660118###57212769158###57215790594,"Azad A., Department of Orthopaedic Surgery, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Azad A., Department of Orthopaedic Surgery, Keck Medical Center, University of Southern California, Los Angeles, United States;Azad A., Department of Orthopaedic Surgery, Keck School of Medicine of University of Southern California, Los Angeles, CA, United States;Azad A., Department Of Orthopaedic Surgery, University Of Southern California, Los Angeles, CA, United States;Azad A., Keck Medical Center, University of Southern California, Los Angeles, United States;Azad A., University of Southern California, Los Angeles, United States###Azad A., Department of Pathology, Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States;Azad A., Department of Pathology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Azad A., Department of Pathology, University of Southern California, Los Angeles, CA, United States###Azad A., Department of Preventive Medicine, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Azad A., Department of Preventive Medicine, Keck School of Medicine of, University of Southern California, Los Angeles, CA, United States;Azad A., Department of Population and Public Health Sciences, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Azad A., Department of Population and Public Health Science, Keck School of Medicine, University of Southern California, 2001 N Soto, Los Angeles, 90032, CA, United States;Azad A., Department of Preventive Medicine, Keck School of Medicine/Children's Hospital Los Angeles, University of Southern California, Los Angeles, CA, United States","Azad, Ali (57203660118)###Azad, Ameneh (57212769158)###Azad, Anisa (57215790594)", Ali### Ameneh### Anisa,Azad###Azad###Azad,Orthopaedic Surgery###Pathology###Children's Hospital Los Angeles;Population and Public Health Sciences,Keck Medicine of USC###Keck Medicine of USC###Keck Medicine of USC,3,FALSE,TRUE,,,,,,,
Azam S.,57190965783###57217025175,"Azam S., Mark and Mary Stevens Institute for Neuroimaging and Informatics, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States###Azam S., Keck School of Medicine of the University of Southern California, Los Angeles, CA, United States;Azam S.A., Keck School of Medicine of University of Southern California, United States;Azam S., Keck School of Medicine, Department of Radiology, University of Southern California, Los Angeles, California, United States;Azam S., Department of Radiology, Keck School of Medicine, University of Southern California, 1500 San Pablo Street, 2nd Floor, Los Angeles, 90033, CA, United States","Azam, Sana (57190965783)###Azam, Saif (57217025175)", Sana### Saif,Azam###Azam,Mark and Mary Stevens Neuroimaging and Informatics Institute (INI)###Radiology,Keck Medicine of USC###Keck Medicine of USC,2,FALSE,TRUE,,,,,,,
Azevedo C.J.,55067157000###57218575557,"Azevedo C.J., Department of Neurology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Azevedo C., University of Southern California, Los Angeles, United States;Azevedo C.J., Department of Neurology, University of Southern California Keck, School of Medicine, Los Angeles, 90033, CA, United States;Azevedo C.J., Department of Neurology, University of Southern California, Los Angeles, CA, United States###Azevedo C.J., Division of Neuroimmunology, Department of Neurology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Azevedo, Christina J (55067157000)###Azevedo, Christina J. (57218575557)", Christina J### Christina J.,Azevedo###Azevedo,Neurology###Neurology,Keck Medicine of USC###Keck Medicine of USC,2,TRUE,TRUE,,55067157000###57218575557,Christina J,Christina,Azevedo,"Azevedo, Christina",
Baden R.,57883539100###6506678836,"Baden R., Los Angeles County + University of Southern California Medical Center, Los Angeles;Baden R., Los Angeles County + University of Southern California Medical Center, Los Angeles, CA, United States###Baden R., Department of Medicine, Los Angeles County Hospital + University of Southern California, Los Angeles, CA, United States","Baden, Rachel (57883539100)###Baden, Rachel (6506678836)", Rachel### Rachel,Baden###Baden,###LAC+USC Medical Center;Medicine,###Keck Medicine of USC,2,TRUE,FALSE,,,Rachel,Rachel,Baden,"Baden, Rachel",
Banerjee A.,57842380300###57937334900,"Banerjee A., Keck School of Medicine, University of Southern California, Los Angeles, CA, United States###Banerjee A., American Physician Scientists Association, Westford, MA, United States, University of Southern California and California Institute of Technology, MD-PhD Program, Los Angeles, CA, United States","Banerjee, Abhik (57842380300)###Banerjee, Abhik (57937334900)", Abhik### Abhik,Banerjee###Banerjee,###,Keck Medicine of USC###,2,TRUE,FALSE,TRUE,57842380300###57937334900###57220883138###57669201100,Abhik K,Abhik,Banerjee,"Banerjee, Abhik",
Banerjee A.K.,57220883138###57669201100,"Banerjee A.K., Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, 91125, CA, United States, Keck School of Medicine, University of Southern California, Los Angeles, 90089, CA, United States###Banerjee A.K., Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA, United States, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Banerjee, Abhik K. (57220883138)###Banerjee, Abhik K. (57669201100)", Abhik K.### Abhik K.,Banerjee###Banerjee,###,Keck Medicine of USC###Keck Medicine of USC,2,TRUE,TRUE,TRUE,57842380300###57937334900###57220883138###57669201100,Abhik K,Abhik,Banerjee,"Banerjee, Abhik",
Bansal M.,56468828700###57221307581,"Bansal M., Department of Pediatric Pulmonology and Sleep Medicine, Children's Hospital Los Angeles, University of Southern California School of Medicine, Los Angeles, CA, United States;Bansal M., Division of Pediatric Pulmonology and Sleep Medicine, Children’s Hospital Los Angeles, CA, United States, Department of Pulmonology, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Bansal M., Division of Pediatric Pulmonology and Sleep Medicine, Department of Pediatrics, Keck School of Medicine, Children's Hospital Los Angeles, University of Southern California, Los Angeles, CA, United States###Bansal M., Viterbi School of Engineering, University of Southern California, 3650 McClintock Ave, Los Angeles, 90089, CA, United States","Bansal, Manvi (56468828700)###Bansal, Mahak (57221307581)", Manvi### Mahak,Bansal###Bansal,Children's Hospital Los Angeles;Pediatrics###,Keck Medicine of USC###Viterbi School of Engineering,2,FALSE,FALSE,,,,,,,
Baron D.,13310303000###57217341703,"Baron D., Western University of Health Sciences, Pomona, CA, United States, Department of Psychiatry, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Baron D.A., Department of Psychiatry, Western University of Health Sciences, Pomona, 91766, CA, United States, Department of Psychiatry and Behavioral Sciences, Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States###Baron D., Mrs. T.H. Chan Division of Occupational Science and Occupational Therapy, University of Southern California, 1540 Alcazar St, Los Angeles, 90089, CA, United States","Baron, David (13310303000)###Baron, David (57217341703)", David### David,Baron###Baron,Psychiatry and Behavioral Sciences###Chan Division of Occupational Science and Occupational Therapy,Keck Medicine of USC###Herman Ostrow School of Dentistry of USC,2,TRUE,FALSE,,13310303000###57217341703,David,David,Baron,"Baron, David",
Bay M.,57193324353###57195380589,"Bay M., Annenberg School of Communication, University of Southern California, Los Angeles, CA, United States###Bay M., Eli and Edythe Broad Center for Regenerative Medicine & Stem Cell Research at USC, University of Southern California, Los Angeles, 90033, CA, United States, Department of Stem Cell Biology and Regenerative Medicine, University of Southern California, Los Angeles, 90033, CA, United States, Neuroscience Graduate Program, W. M. Keck School of Medicine, University of Southern California, Los Angeles, 90033, CA, United States","Bay, Morten (57193324353)###Bay, Maxwell (57195380589)", Morten### Maxwell,Bay###Bay,###Neuroscience;Stem Cell Biology and Regenerative Medicine,Annenberg School for Communication and Journalism###Dornsife College of Letters Arts and Sciences;Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Becerra M.,57197591410###57205673384,"Becerra M., University of Southern California, San Francisco, CA, United States;Becerra M., University of Southern California, Los Angeles, United States;Becerra M., University of Southern California, Los Angeles, CA, United States###Becerra M., Stevens Neuroimaging and Informatics Institute, Laboratory of Neuro Imaging, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States;Becerra M., Mark and Mary Stevens Institute for Neuroimaging and Informatics, Keck School of Medicine, University of Southern California, Los Angeles, CA, United States","Becerra, Mauricio (57197591410)###Becerra, Marlene (57205673384)", Mauricio### Marlene,Becerra###Becerra,###Mark and Mary Stevens Neuroimaging and Informatics Institute (INI),###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Becker M.,53563598000###57208900528,"Becker M., History and English Departments, University of Southern California, Los Angeles, CA, United States###Becker M., University of Southern California, United States;Becker M., Department of Political Science and International Relations, University of Southern California, United States","Becker, Marjorie (53563598000)###Becker, Megan (57208900528)", Marjorie### Megan,Becker###Becker,###Political Science;Political Science and International Relations,###Dornsife College of Letters Arts and Sciences,2,FALSE,FALSE,,,,,,,
Bhardwaj V.,57208691936###57215311506,"Bhardwaj V., Department of Pharmaceutical and Health Economics, School of Pharmacy, University of Southern California, Los Angeles, CA, United States, Leonard D. Schaeffer Center for Health Economics and Policy, University of Southern California, Los Angeles, CA, United States###Bhardwaj V., Division of Gastroenterology, Hepatology and Nutrition, Department of Pediatrics, Children's Hospital Los Angeles, Los Angeles, Calif, United States, Department of Pediatrics, University of Southern California, Keck School of Medicine, Los Angeles, Calif, United States;Bhardwaj V., Keck School of Medicine, University of Southern California, Los Angeles, CA, United States, Department of Pediatric Gastroenterology, Hepatology, and Nutrition, Children’s Hospital Los Angeles, Los Angeles, CA, United States","Bhardwaj, Vinayak (57208691936)###Bhardwaj, Vrinda (57215311506)", Vinayak### Vrinda,Bhardwaj###Bhardwaj,Pharmaceutical and Health Economics;Leonard D. Schaeffer Center for Health Policy & Economics###Children's Hospital Los Angeles;Pediatrics,Alfred E. Mann School of Pharmacy and Pharmaceutical Sciences;Price School of Public Policy###Keck Medicine of USC,2,FALSE,FALSE,,,,,,,
Bi J.,56828758600###57221763109,"Bi J., Division of Periodontology, Diagnostic Sciences, Dental Hygiene, Herman Ostrow School of Dentistry, University of Southern California, Los Angeles, CA, United States;Bi J., Division of Periodontology, Diagnostic Sciences, and Dental Hygiene, Herman Ostrow School of Dentistry, University of Southern California, Los Angeles, CA, United States###Bi J., Center for Craniofacial Molecular Biology, University of Southern California, Los Angeles, Los Angeles, United States;Bi J., Center for Craniofacial Molecular Biology, University of Southern California, Los Angeles, United States","Bi, Jiarui (56828758600)###Bi, Jing (57221763109)", Jiarui### Jing,Bi###Bi,Periodontology and Diagnostic Sciences###Center for Craniofacial Molecular Biology,Herman Ostrow School of Dentistry of USC###Herman Ostrow School of Dentistry of USC,2,FALSE,TRUE,,,,,,,
